passenger_group,HomePlanet,CryoSleep,Destination,VIP,deck,side,number,PassengerId
1403,Earth,False,TRAPPIST-1e,False,E,P,86.0,1
1402,Earth,True,PSO J318.5-22,False,G,S,215.0,1
1402,Earth,True,55 Cancri e,False,G,S,215.0,1
1401,Earth,False,TRAPPIST-1e,False,G,P,218.0,1
1400,Earth,True,55 Cancri e,False,G,P,217.0,1
1412,Earth,False,55 Cancri e,False,G,S,217.0,1
1399,Earth,False,TRAPPIST-1e,False,F,S,272.0,1
1397,Earth,False,TRAPPIST-1e,False,F,S,271.0,1
1395,Earth,False,TRAPPIST-1e,False,G,S,214.0,1
1393,Mars,False,TRAPPIST-1e,False,F,S,270.0,1
1391,Mars,True,TRAPPIST-1e,False,F,P,276.0,1
1390,Earth,True,PSO J318.5-22,False,G,P,215.0,1
1389,Earth,True,55 Cancri e,False,G,S,212.0,1
1387,Mars,False,TRAPPIST-1e,False,E,P,85.0,1
1386,Earth,True,TRAPPIST-1e,False,G,P,214.0,1
1385,Earth,False,TRAPPIST-1e,False,G,P,213.0,1
1384,Earth,True,TRAPPIST-1e,False,G,S,210.0,1
1383,Europa,True,TRAPPIST-1e,False,D,S,49.0,1
1398,Earth,False,TRAPPIST-1e,False,G,P,216.0,1
1413,Earth,True,PSO J318.5-22,False,G,S,218.0,1
1414,Earth,False,TRAPPIST-1e,False,F,P,280.0,1
1415,Europa,False,55 Cancri e,False,D,P,45.0,1
1443,Earth,True,TRAPPIST-1e,False,G,P,225.0,1
1442,Earth,True,PSO J318.5-22,False,G,S,220.0,1
1440,Earth,False,TRAPPIST-1e,False,F,S,280.0,1
1439,Mars,False,TRAPPIST-1e,False,F,S,279.0,1
1439,Mars,False,TRAPPIST-1e,False,D,S,52.0,1
1438,Earth,False,TRAPPIST-1e,False,E,P,89.0,1
1435,Earth,False,TRAPPIST-1e,False,G,P,223.0,1
1434,Earth,True,TRAPPIST-1e,False,G,P,222.0,1
1434,Earth,False,TRAPPIST-1e,False,G,P,222.0,1
1433,Earth,True,TRAPPIST-1e,False,G,S,219.0,1
1431,Earth,False,TRAPPIST-1e,False,G,P,221.0,1
1430,Earth,False,TRAPPIST-1e,False,F,P,283.0,1
1428,Earth,False,TRAPPIST-1e,False,E,S,109.0,1
1427,Mars,True,TRAPPIST-1e,False,F,S,275.0,1
1427,Mars,False,TRAPPIST-1e,False,F,S,275.0,1
1426,Europa,True,55 Cancri e,False,D,P,46.0,1
1425,Earth,False,TRAPPIST-1e,False,F,P,282.0,1
1424,Europa,False,TRAPPIST-1e,False,B,P,47.0,1
1423,Europa,True,55 Cancri e,False,B,S,61.0,1
1421,Mars,False,TRAPPIST-1e,False,F,S,274.0,1
1421,Mars,False,55 Cancri e,False,F,S,274.0,1
1420,Mars,True,TRAPPIST-1e,False,E,S,108.0,1
1419,Mars,False,TRAPPIST-1e,False,F,S,273.0,1
1417,Europa,False,TRAPPIST-1e,False,C,S,54.0,1
1416,Earth,True,TRAPPIST-1e,False,G,P,219.0,1
1381,Earth,True,PSO J318.5-22,False,G,S,209.0,1
1222,Earth,False,TRAPPIST-1e,False,G,P,183.0,1
1828,Earth,False,TRAPPIST-1e,False,F,P,361.0,1
1829,Europa,True,55 Cancri e,False,D,P,56.0,1
2251,Europa,False,TRAPPIST-1e,False,A,S,29.0,1
2251,Europa,False,55 Cancri e,False,A,S,29.0,1
2243,Earth,False,TRAPPIST-1e,False,G,P,362.0,1
2241,Earth,False,TRAPPIST-1e,False,F,P,451.0,1
2239,Earth,False,PSO J318.5-22,False,F,S,439.0,1
2238,Europa,True,55 Cancri e,False,A,S,28.0,1
2237,Europa,True,TRAPPIST-1e,False,C,S,83.0,1
2237,Europa,False,55 Cancri e,False,C,S,83.0,1
2235,Earth,False,TRAPPIST-1e,False,F,P,449.0,1
2234,Mars,False,TRAPPIST-1e,False,F,P,448.0,1
2234,Mars,False,TRAPPIST-1e,False,E,P,134.0,1
2252,Earth,False,TRAPPIST-1e,False,G,P,363.0,1
2234,Mars,False,TRAPPIST-1e,False,D,P,66.0,1
2233,Earth,False,TRAPPIST-1e,False,G,P,359.0,1
2232,Earth,False,TRAPPIST-1e,False,F,S,438.0,1
2232,Earth,False,55 Cancri e,False,F,S,438.0,1
2231,Mars,False,TRAPPIST-1e,False,E,S,159.0,1
2229,Earth,False,TRAPPIST-1e,False,F,S,437.0,1
2228,Mars,False,TRAPPIST-1e,False,E,S,158.0,1
2225,Earth,True,PSO J318.5-22,False,G,P,356.0,1
2224,Earth,False,TRAPPIST-1e,False,F,S,435.0,1
2223,Earth,False,TRAPPIST-1e,False,G,S,358.0,1
2221,Earth,True,PSO J318.5-22,False,G,P,355.0,1
2220,Earth,False,TRAPPIST-1e,False,G,S,357.0,1
2234,Mars,False,55 Cancri e,False,E,P,134.0,1
2215,Europa,True,TRAPPIST-1e,False,A,S,27.0,1
2253,Earth,False,TRAPPIST-1e,False,G,S,359.0,1
2255,Europa,True,55 Cancri e,False,C,P,75.0,1
2284,Mars,False,TRAPPIST-1e,False,F,P,463.0,1
2282,Earth,False,TRAPPIST-1e,False,F,P,461.0,1
2281,Earth,False,TRAPPIST-1e,False,E,P,136.0,1
2280,Europa,False,TRAPPIST-1e,False,B,S,92.0,1
2279,Europa,False,55 Cancri e,False,B,S,91.0,1
2278,Europa,True,55 Cancri e,False,C,P,80.0,1
2277,Earth,False,TRAPPIST-1e,False,G,S,362.0,1
2275,Mars,False,PSO J318.5-22,False,F,P,460.0,1
2273,Earth,False,TRAPPIST-1e,False,E,S,162.0,1
2272,Earth,False,TRAPPIST-1e,False,G,P,367.0,1
2270,Mars,False,TRAPPIST-1e,False,F,P,459.0,1
2254,Earth,False,TRAPPIST-1e,False,F,P,455.0,1
2269,Mars,True,TRAPPIST-1e,False,F,P,458.0,1
2267,Mars,False,TRAPPIST-1e,False,E,S,161.0,1
2266,Mars,False,TRAPPIST-1e,False,F,P,457.0,1
2264,Earth,False,TRAPPIST-1e,False,F,S,442.0,1
2263,Earth,False,TRAPPIST-1e,False,F,P,456.0,1
2262,Earth,False,55 Cancri e,False,G,P,365.0,1
2261,Earth,False,TRAPPIST-1e,False,F,S,441.0,1
4432,Earth,True,TRAPPIST-1e,False,G,P,728.0,1
2257,Europa,True,55 Cancri e,False,B,P,66.0,1
2257,Europa,False,TRAPPIST-1e,True,C,P,76.0,1
2256,Earth,True,TRAPPIST-1e,False,G,S,360.0,1
2255,Europa,True,TRAPPIST-1e,False,C,P,75.0,1
2268,Earth,True,TRAPPIST-1e,False,G,P,366.0,1
2287,Earth,False,TRAPPIST-1e,False,F,P,464.0,1
2215,Europa,False,TRAPPIST-1e,False,A,S,27.0,1
2212,Earth,False,TRAPPIST-1e,False,F,P,445.0,1
2175,Earth,True,55 Cancri e,False,G,S,348.0,1
2173,Earth,True,PSO J318.5-22,False,G,P,352.0,1
2172,Earth,False,PSO J318.5-22,False,G,S,347.0,1
2171,Earth,False,TRAPPIST-1e,False,G,P,351.0,1
2171,Earth,False,TRAPPIST-1e,False,F,P,433.0,1
2168,Mars,True,TRAPPIST-1e,False,F,S,427.0,1
2168,Mars,False,TRAPPIST-1e,False,F,S,427.0,1
2167,Earth,False,PSO J318.5-22,False,F,P,431.0,1
2164,Europa,True,TRAPPIST-1e,False,B,P,63.0,1
2163,Earth,False,TRAPPIST-1e,False,G,P,349.0,1
2162,Mars,True,PSO J318.5-22,False,F,S,425.0,1
2177,Mars,True,TRAPPIST-1e,False,F,P,435.0,1
2162,Mars,False,TRAPPIST-1e,False,F,S,425.0,1
2159,Earth,False,TRAPPIST-1e,False,F,S,424.0,1
2158,Earth,False,TRAPPIST-1e,False,F,S,423.0,1
2156,Earth,False,TRAPPIST-1e,False,F,S,421.0,1
2154,Earth,False,TRAPPIST-1e,False,G,P,348.0,1
2153,Earth,True,TRAPPIST-1e,False,G,P,347.0,1
2152,Earth,False,TRAPPIST-1e,False,F,P,426.0,1
2150,Earth,True,PSO J318.5-22,False,G,P,346.0,1
2149,Europa,True,TRAPPIST-1e,False,B,S,89.0,1
2148,Earth,False,TRAPPIST-1e,False,F,S,420.0,1
2147,Mars,False,TRAPPIST-1e,False,E,S,155.0,1
2145,Earth,False,TRAPPIST-1e,False,F,P,425.0,1
2161,Mars,True,TRAPPIST-1e,False,F,P,429.0,1
2215,Europa,False,55 Cancri e,True,A,S,27.0,1
2179,Europa,False,TRAPPIST-1e,False,C,S,80.0,1
2182,Europa,False,TRAPPIST-1e,False,B,P,64.0,1
2211,Earth,False,TRAPPIST-1e,False,F,S,434.0,1
2210,Earth,True,TRAPPIST-1e,False,G,S,355.0,1
2207,Earth,False,TRAPPIST-1e,False,G,S,354.0,1
2206,Earth,False,PSO J318.5-22,False,F,S,432.0,1
2205,Earth,False,TRAPPIST-1e,False,E,S,157.0,1
2204,Europa,True,55 Cancri e,False,B,S,90.0,1
2203,Mars,False,TRAPPIST-1e,False,D,S,76.0,1
2202,Mars,False,TRAPPIST-1e,False,F,P,443.0,1
2201,Europa,False,55 Cancri e,False,D,S,75.0,1
2200,Mars,False,TRAPPIST-1e,False,F,P,442.0,1
2198,Earth,False,55 Cancri e,False,E,S,156.0,1
2180,Earth,False,55 Cancri e,False,F,S,428.0,1
2196,Europa,True,TRAPPIST-1e,False,B,P,65.0,1
2195,Earth,False,TRAPPIST-1e,False,F,P,440.0,1
2194,Earth,True,TRAPPIST-1e,False,G,S,352.0,1
2193,Earth,False,PSO J318.5-22,False,F,P,439.0,1
2191,Mars,True,TRAPPIST-1e,False,F,S,431.0,1
2190,Earth,False,TRAPPIST-1e,False,F,S,430.0,1
2189,Earth,False,TRAPPIST-1e,False,G,P,354.0,1
2188,Earth,False,55 Cancri e,False,F,P,438.0,1
2187,Earth,False,TRAPPIST-1e,False,F,P,437.0,1
2186,Earth,True,TRAPPIST-1e,False,G,S,350.0,1
2183,Mars,False,TRAPPIST-1e,False,F,S,429.0,1
2183,Mars,False,PSO J318.5-22,False,F,S,429.0,1
2196,Europa,False,TRAPPIST-1e,False,B,P,65.0,1
2288,Earth,False,TRAPPIST-1e,False,E,S,163.0,1
2289,Mars,False,TRAPPIST-1e,False,F,P,465.0,1
2291,Earth,False,55 Cancri e,False,G,S,365.0,1
2399,Mars,False,TRAPPIST-1e,True,E,S,169.0,1
2398,Earth,False,TRAPPIST-1e,False,F,P,490.0,1
2397,Earth,False,55 Cancri e,False,G,S,387.0,1
2396,Earth,False,TRAPPIST-1e,False,G,S,386.0,1
2396,Earth,False,TRAPPIST-1e,False,E,S,168.0,1
2395,Earth,False,TRAPPIST-1e,False,G,P,387.0,1
2392,Earth,True,TRAPPIST-1e,False,G,P,386.0,1
2391,Earth,False,TRAPPIST-1e,False,E,P,143.0,1
2390,Earth,False,TRAPPIST-1e,False,G,P,385.0,1
2389,Earth,False,TRAPPIST-1e,False,G,S,384.0,1
2387,Earth,False,TRAPPIST-1e,False,E,P,142.0,1
2401,Earth,True,PSO J318.5-22,False,G,P,388.0,1
2385,Mars,False,TRAPPIST-1e,False,F,S,461.0,1
2384,Earth,False,TRAPPIST-1e,False,G,S,383.0,1
2384,Earth,False,55 Cancri e,False,G,S,383.0,1
2379,Earth,False,TRAPPIST-1e,False,F,P,487.0,1
2377,Europa,True,PSO J318.5-22,False,C,P,83.0,1
2376,Earth,False,55 Cancri e,False,F,S,459.0,1
2375,Earth,False,55 Cancri e,False,G,P,383.0,1
2374,Mars,False,TRAPPIST-1e,False,E,S,166.0,1
2373,Europa,False,TRAPPIST-1e,False,D,S,81.0,1
2369,Earth,False,TRAPPIST-1e,False,F,P,484.0,1
2368,Mars,False,TRAPPIST-1e,False,E,P,141.0,1
2367,Earth,False,TRAPPIST-1e,False,F,P,483.0,1
2384,Earth,True,PSO J318.5-22,False,G,S,383.0,1
2366,Mars,True,TRAPPIST-1e,False,F,P,482.0,1
2402,Earth,True,TRAPPIST-1e,False,G,P,389.0,1
2404,Europa,False,55 Cancri e,False,C,S,86.0,1
2439,Earth,False,TRAPPIST-1e,False,F,P,504.0,1
2438,Mars,True,TRAPPIST-1e,False,F,P,503.0,1
2436,Earth,False,TRAPPIST-1e,False,F,P,501.0,1
2435,Earth,False,TRAPPIST-1e,False,F,S,467.0,1
2433,Europa,True,TRAPPIST-1e,False,C,P,84.0,1
2432,Earth,False,TRAPPIST-1e,False,F,P,499.0,1
2431,Earth,False,TRAPPIST-1e,False,F,P,498.0,1
2429,Earth,False,TRAPPIST-1e,False,F,P,497.0,1
2427,Europa,True,TRAPPIST-1e,False,B,S,94.0,1
2424,Earth,False,TRAPPIST-1e,False,G,S,393.0,1
2423,Earth,True,TRAPPIST-1e,False,G,P,395.0,1
2403,Earth,False,TRAPPIST-1e,False,G,S,388.0,1
2421,Mars,False,TRAPPIST-1e,False,E,P,145.0,1
2417,Earth,False,TRAPPIST-1e,False,G,P,393.0,1
2416,Earth,False,TRAPPIST-1e,False,G,S,391.0,1
2414,Europa,False,TRAPPIST-1e,False,T,P,1.0,1
2413,Earth,True,PSO J318.5-22,False,G,S,390.0,1
2412,Earth,True,TRAPPIST-1e,False,G,P,392.0,1
2411,Earth,False,TRAPPIST-1e,False,F,P,493.0,1
2410,Earth,True,TRAPPIST-1e,False,G,P,391.0,1
2409,Earth,True,TRAPPIST-1e,False,G,P,390.0,1
2409,Earth,False,55 Cancri e,False,F,P,492.0,1
2406,Mars,True,TRAPPIST-1e,False,F,S,465.0,1
2404,Europa,False,TRAPPIST-1e,False,C,S,86.0,1
2419,Earth,True,TRAPPIST-1e,False,G,P,394.0,1
2365,Europa,True,TRAPPIST-1e,False,D,P,71.0,1
2364,Earth,False,TRAPPIST-1e,False,G,P,381.0,1
2363,Europa,False,TRAPPIST-1e,False,C,S,85.0,1
2319,Earth,True,PSO J318.5-22,False,G,P,373.0,1
2318,Earth,False,TRAPPIST-1e,False,F,P,470.0,1
2317,Earth,False,TRAPPIST-1e,False,G,S,372.0,1
2316,Earth,True,PSO J318.5-22,False,G,S,371.0,1
2315,Europa,True,55 Cancri e,False,B,P,67.0,1
2314,Earth,True,TRAPPIST-1e,False,G,S,370.0,1
2313,Mars,False,TRAPPIST-1e,False,F,P,469.0,1
2312,Earth,True,TRAPPIST-1e,False,G,S,369.0,1
2311,Earth,False,TRAPPIST-1e,False,G,P,372.0,1
2310,Europa,True,55 Cancri e,False,D,P,68.0,1
2310,Europa,False,TRAPPIST-1e,False,D,P,68.0,1
2320,Earth,False,55 Cancri e,False,F,S,450.0,1
2309,Earth,True,PSO J318.5-22,False,G,P,371.0,1
2308,Europa,False,55 Cancri e,False,D,S,77.0,1
2306,Europa,True,55 Cancri e,False,C,P,82.0,1
2303,Mars,False,55 Cancri e,False,F,P,468.0,1
2302,Europa,False,TRAPPIST-1e,True,A,P,18.0,1
2301,Earth,False,TRAPPIST-1e,False,F,S,449.0,1
2301,Earth,False,55 Cancri e,False,G,S,367.0,1
2301,Earth,False,55 Cancri e,False,F,S,449.0,1
2299,Mars,False,TRAPPIST-1e,False,F,S,448.0,1
2298,Earth,False,PSO J318.5-22,False,F,P,467.0,1
2296,Earth,True,TRAPPIST-1e,False,G,P,369.0,1
2291,Earth,False,TRAPPIST-1e,False,G,S,365.0,1
2308,Europa,True,TRAPPIST-1e,False,D,S,77.0,1
2321,Earth,True,PSO J318.5-22,False,G,S,373.0,1
2325,Earth,True,PSO J318.5-22,False,G,S,374.0,1
2327,Europa,False,TRAPPIST-1e,False,B,P,68.0,1
2361,Earth,True,PSO J318.5-22,False,G,P,380.0,1
2361,Earth,False,TRAPPIST-1e,False,F,P,481.0,1
2360,Earth,True,TRAPPIST-1e,False,G,P,379.0,1
2357,Earth,False,TRAPPIST-1e,False,E,P,139.0,1
2356,Mars,False,TRAPPIST-1e,True,D,S,80.0,1
2353,Earth,False,TRAPPIST-1e,False,G,S,380.0,1
2353,Earth,False,55 Cancri e,False,F,S,457.0,1
2349,Earth,False,TRAPPIST-1e,False,G,S,379.0,1
2348,Europa,False,55 Cancri e,True,D,S,78.0,1
2347,Earth,True,PSO J318.5-22,False,G,P,377.0,1
2347,Earth,True,55 Cancri e,False,G,P,377.0,1
2347,Earth,False,TRAPPIST-1e,False,G,P,377.0,1
2347,Earth,False,55 Cancri e,False,G,P,377.0,1
2347,Earth,False,55 Cancri e,False,F,P,477.0,1
2345,Earth,True,PSO J318.5-22,False,G,S,378.0,1
2341,Earth,False,TRAPPIST-1e,False,F,S,455.0,1
2340,Earth,False,PSO J318.5-22,False,F,S,454.0,1
2339,Mars,False,TRAPPIST-1e,False,F,P,475.0,1
2338,Earth,True,55 Cancri e,False,G,P,376.0,1
2338,Earth,False,TRAPPIST-1e,False,F,P,474.0,1
2336,Europa,True,55 Cancri e,False,A,S,30.0,1
2336,Europa,False,TRAPPIST-1e,True,A,S,30.0,1
2333,Mars,False,TRAPPIST-1e,False,E,P,137.0,1
2332,Earth,False,TRAPPIST-1e,False,F,S,453.0,1
2329,Mars,True,TRAPPIST-1e,False,F,P,472.0,1
2143,Earth,True,TRAPPIST-1e,False,G,S,345.0,1
2143,Earth,False,TRAPPIST-1e,False,F,S,419.0,1
2142,Mars,True,TRAPPIST-1e,False,F,S,418.0,1
2141,Earth,False,55 Cancri e,False,E,P,130.0,1
1945,Earth,False,TRAPPIST-1e,False,E,P,120.0,1
1942,Earth,False,TRAPPIST-1e,False,G,P,312.0,1
1941,Earth,False,TRAPPIST-1e,False,F,S,370.0,1
1940,Mars,False,TRAPPIST-1e,False,F,P,386.0,1
1939,Mars,False,TRAPPIST-1e,True,F,P,385.0,1
1939,Mars,False,TRAPPIST-1e,False,D,P,62.0,1
1938,Earth,False,TRAPPIST-1e,False,F,S,369.0,1
1937,Earth,False,TRAPPIST-1e,False,F,S,368.0,1
1935,Earth,True,55 Cancri e,False,G,S,307.0,1
1933,Earth,False,TRAPPIST-1e,False,E,P,118.0,1
1931,Europa,True,55 Cancri e,False,C,S,73.0,1
1946,Earth,False,TRAPPIST-1e,False,G,P,313.0,1
1928,Earth,False,PSO J318.5-22,False,E,S,144.0,1
1926,Earth,True,TRAPPIST-1e,False,G,S,305.0,1
1925,Earth,True,TRAPPIST-1e,False,G,S,304.0,1
1923,Europa,True,55 Cancri e,False,C,P,65.0,1
1923,Europa,False,TRAPPIST-1e,False,C,P,65.0,1
1922,Earth,True,55 Cancri e,False,G,S,303.0,1
1920,Mars,False,TRAPPIST-1e,False,E,P,117.0,1
1918,Europa,False,TRAPPIST-1e,False,A,S,23.0,1
1916,Europa,True,TRAPPIST-1e,False,D,P,61.0,1
1915,Earth,False,TRAPPIST-1e,False,E,P,116.0,1
1911,Earth,False,TRAPPIST-1e,False,G,S,300.0,1
1908,Mars,False,TRAPPIST-1e,False,E,P,115.0,1
1927,Mars,False,TRAPPIST-1e,False,D,S,66.0,1
1907,Europa,False,TRAPPIST-1e,False,D,P,60.0,1
1947,Earth,False,TRAPPIST-1e,False,F,S,372.0,1
1953,Earth,False,TRAPPIST-1e,False,F,P,387.0,1
1979,Earth,False,TRAPPIST-1e,False,F,S,376.0,1
1977,Mars,True,TRAPPIST-1e,False,F,P,393.0,1
1976,Europa,True,55 Cancri e,True,B,S,82.0,1
1976,Europa,True,55 Cancri e,False,B,S,82.0,1
1976,Europa,False,55 Cancri e,False,B,S,82.0,1
1975,Earth,False,TRAPPIST-1e,False,G,S,310.0,1
1974,Mars,False,TRAPPIST-1e,False,D,P,63.0,1
1973,Europa,True,55 Cancri e,False,A,S,24.0,1
1971,Earth,False,PSO J318.5-22,False,F,S,375.0,1
1969,Europa,False,55 Cancri e,False,C,S,75.0,1
1968,Earth,True,PSO J318.5-22,False,G,P,319.0,1
1950,Earth,False,TRAPPIST-1e,False,F,S,374.0,1
1967,Earth,True,TRAPPIST-1e,False,G,P,318.0,1
1963,Earth,False,TRAPPIST-1e,False,F,P,391.0,1
1962,Earth,True,TRAPPIST-1e,False,G,P,316.0,1
1962,Earth,False,TRAPPIST-1e,False,F,P,390.0,1
1962,Earth,False,55 Cancri e,False,G,P,316.0,1
1961,Earth,False,TRAPPIST-1e,False,G,P,315.0,1
1960,Earth,True,TRAPPIST-1e,False,E,P,122.0,1
1960,Earth,False,PSO J318.5-22,False,E,P,122.0,1
1959,Europa,True,TRAPPIST-1e,False,C,P,66.0,1
1959,Europa,False,55 Cancri e,False,C,P,66.0,1
1957,Earth,True,TRAPPIST-1e,False,G,S,309.0,1
1956,Mars,False,PSO J318.5-22,False,D,S,68.0,1
1964,Europa,False,TRAPPIST-1e,False,C,S,74.0,1
1906,Earth,True,TRAPPIST-1e,False,G,S,299.0,1
1905,Earth,False,55 Cancri e,False,F,S,364.0,1
1903,Earth,True,TRAPPIST-1e,False,G,P,309.0,1
1863,Earth,False,55 Cancri e,False,F,P,370.0,1
1861,Mars,True,TRAPPIST-1e,False,F,S,358.0,1
1861,Mars,False,TRAPPIST-1e,False,F,S,358.0,1
1860,Europa,False,TRAPPIST-1e,True,A,P,13.0,1
1860,Europa,False,55 Cancri e,False,A,P,13.0,1
1859,Mars,True,TRAPPIST-1e,False,F,S,357.0,1
1857,Mars,False,55 Cancri e,False,D,S,63.0,1
1856,Earth,False,TRAPPIST-1e,False,F,P,368.0,1
1855,Earth,True,TRAPPIST-1e,False,G,P,303.0,1
1855,Earth,False,TRAPPIST-1e,False,E,P,113.0,1
1854,Europa,False,55 Cancri e,False,A,S,22.0,1
1864,Mars,False,TRAPPIST-1e,False,D,S,64.0,1
1853,Earth,True,TRAPPIST-1e,False,G,P,302.0,1
1850,Earth,False,55 Cancri e,False,F,S,356.0,1
1849,Earth,False,TRAPPIST-1e,False,F,P,367.0,1
1848,Earth,False,TRAPPIST-1e,False,G,S,291.0,1
1847,Earth,False,TRAPPIST-1e,False,G,S,290.0,1
1846,Earth,False,TRAPPIST-1e,False,F,P,366.0,1
1844,Earth,False,PSO J318.5-22,False,F,S,355.0,1
1843,Europa,False,TRAPPIST-1e,False,E,P,112.0,1
1841,Earth,False,TRAPPIST-1e,False,F,P,365.0,1
1836,Earth,False,TRAPPIST-1e,False,F,P,362.0,1
1833,Europa,False,55 Cancri e,False,C,P,61.0,1
1831,Earth,True,TRAPPIST-1e,False,G,S,288.0,1
1850,Earth,False,PSO J318.5-22,False,F,S,356.0,1
1865,Earth,True,TRAPPIST-1e,False,G,S,292.0,1
1866,Earth,False,TRAPPIST-1e,False,F,P,371.0,1
1868,Mars,True,TRAPPIST-1e,False,F,P,372.0,1
1902,Earth,False,TRAPPIST-1e,False,G,S,298.0,1
1899,Earth,False,PSO J318.5-22,False,G,S,297.0,1
1898,Earth,True,55 Cancri e,False,G,S,296.0,1
1897,Europa,False,TRAPPIST-1e,False,C,S,72.0,1
1897,Europa,False,55 Cancri e,False,C,S,72.0,1
1892,Europa,False,TRAPPIST-1e,False,D,P,59.0,1
1892,Europa,False,55 Cancri e,False,D,P,59.0,1
1890,Earth,True,55 Cancri e,False,G,P,308.0,1
1889,Earth,True,TRAPPIST-1e,False,G,P,307.0,1
1889,Earth,False,TRAPPIST-1e,False,F,P,378.0,1
1888,Earth,False,TRAPPIST-1e,False,F,S,361.0,1
1887,Earth,False,TRAPPIST-1e,False,G,S,295.0,1
1886,Earth,False,TRAPPIST-1e,False,E,S,141.0,1
1884,Mars,True,TRAPPIST-1e,False,E,S,140.0,1
1882,Europa,False,55 Cancri e,False,C,S,71.0,1
1881,Earth,False,TRAPPIST-1e,False,F,P,377.0,1
1880,Earth,False,55 Cancri e,False,F,P,376.0,1
1879,Europa,False,TRAPPIST-1e,False,D,P,58.0,1
1878,Earth,False,TRAPPIST-1e,False,F,P,375.0,1
1877,Earth,False,TRAPPIST-1e,False,G,P,306.0,1
1874,Earth,True,TRAPPIST-1e,False,G,P,305.0,1
1874,Earth,False,PSO J318.5-22,False,F,P,374.0,1
1873,Earth,True,TRAPPIST-1e,False,G,S,293.0,1
1872,Mars,True,TRAPPIST-1e,False,E,S,139.0,1
1871,Europa,False,TRAPPIST-1e,False,C,S,70.0,1
1980,Earth,False,TRAPPIST-1e,False,G,S,312.0,1
1829,Europa,False,TRAPPIST-1e,True,D,P,56.0,1
1981,Earth,False,TRAPPIST-1e,False,E,P,124.0,1
1985,Mars,True,55 Cancri e,False,F,P,394.0,1
2104,Earth,False,TRAPPIST-1e,False,F,S,414.0,1
2102,Europa,False,TRAPPIST-1e,False,C,S,79.0,1
2100,Earth,False,PSO J318.5-22,False,F,S,413.0,1
2099,Mars,False,TRAPPIST-1e,False,D,S,71.0,1
2097,Europa,True,55 Cancri e,False,B,S,86.0,1
2095,Earth,False,PSO J318.5-22,False,F,S,411.0,1
2094,Mars,True,TRAPPIST-1e,False,F,P,415.0,1
2092,Mars,False,TRAPPIST-1e,False,E,S,153.0,1
2091,Earth,False,TRAPPIST-1e,False,F,P,414.0,1
2090,Earth,False,TRAPPIST-1e,False,F,P,413.0,1
2089,Earth,False,PSO J318.5-22,False,F,P,412.0,1
2105,Earth,True,55 Cancri e,False,G,S,335.0,1
2088,Earth,False,TRAPPIST-1e,False,G,S,331.0,1
2087,Earth,False,TRAPPIST-1e,False,F,S,408.0,1
2085,Europa,False,TRAPPIST-1e,False,C,P,72.0,1
2084,Europa,True,TRAPPIST-1e,False,A,P,16.0,1
2084,Europa,False,TRAPPIST-1e,False,A,P,16.0,1
2083,Earth,False,TRAPPIST-1e,False,F,S,407.0,1
2082,Earth,False,TRAPPIST-1e,False,G,P,335.0,1
2081,Earth,False,PSO J318.5-22,False,F,P,411.0,1
2080,Earth,False,TRAPPIST-1e,False,G,P,334.0,1
2075,Earth,False,55 Cancri e,False,F,S,402.0,1
2073,Earth,False,TRAPPIST-1e,False,F,S,401.0,1
2070,Earth,False,TRAPPIST-1e,False,E,P,127.0,1
2088,Earth,False,55 Cancri e,False,F,S,409.0,1
2067,Europa,True,TRAPPIST-1e,False,C,P,70.0,1
2106,Earth,False,55 Cancri e,False,G,S,336.0,1
2110,Earth,True,TRAPPIST-1e,False,G,P,339.0,1
2140,Earth,False,TRAPPIST-1e,False,F,P,424.0,1
2139,Mars,True,TRAPPIST-1e,False,F,S,417.0,1
2138,Earth,True,55 Cancri e,False,G,S,344.0,1
2137,Mars,True,TRAPPIST-1e,False,F,P,423.0,1
2136,Earth,False,TRAPPIST-1e,False,G,S,343.0,1
2134,Mars,False,TRAPPIST-1e,False,F,P,422.0,1
2133,Mars,True,TRAPPIST-1e,False,F,S,416.0,1
2133,Mars,False,TRAPPIST-1e,False,D,S,74.0,1
2131,Earth,False,TRAPPIST-1e,False,E,P,128.0,1
2130,Earth,False,PSO J318.5-22,False,F,P,421.0,1
2129,Earth,False,TRAPPIST-1e,False,F,P,420.0,1
2107,Earth,False,TRAPPIST-1e,False,G,P,338.0,1
2128,Earth,False,TRAPPIST-1e,False,G,P,344.0,1
2126,Earth,False,TRAPPIST-1e,False,F,S,415.0,1
2125,Earth,False,TRAPPIST-1e,False,G,P,343.0,1
2124,Earth,False,55 Cancri e,False,G,S,341.0,1
2121,Earth,True,TRAPPIST-1e,False,G,P,341.0,1
2120,Mars,False,TRAPPIST-1e,False,D,S,73.0,1
2118,Earth,True,PSO J318.5-22,False,G,P,340.0,1
2116,Earth,True,TRAPPIST-1e,False,G,S,339.0,1
2115,Europa,True,TRAPPIST-1e,False,D,S,72.0,1
2114,Europa,True,55 Cancri e,False,B,S,87.0,1
2112,Mars,False,TRAPPIST-1e,False,F,P,418.0,1
2111,Mars,False,TRAPPIST-1e,False,F,P,417.0,1
2127,Earth,False,TRAPPIST-1e,False,F,P,419.0,1
2067,Europa,False,TRAPPIST-1e,True,C,P,70.0,1
2066,Earth,True,TRAPPIST-1e,False,G,S,329.0,1
2065,Earth,False,TRAPPIST-1e,False,F,P,410.0,1
