passenger_group,HomePlanet,PassengerId,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,deck,number,side,num_group,total_spend
4065,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4066,Europa,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4068,Europa,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4069,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4071,Europa,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2
4072,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4075,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4076,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4079,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4080,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4081,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4082,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4083,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4084,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4089,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4090,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4091,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4093,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4095,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4096,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4097,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4098,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4099,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4101,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4102,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4103,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4104,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4106,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4107,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4108,Europa,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4109,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4110,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4112,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4113,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4114,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4115,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4116,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4120,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4125,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4127,Europa,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4128,Mars,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
4129,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4130,Mars,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
4131,Europa,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
4132,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4135,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4137,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4140,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4141,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4142,Europa,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4143,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4144,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4145,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4147,Europa,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
4149,Earth,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
4150,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4151,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4152,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4154,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4156,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
4158,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4159,Earth,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4160,Mars,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
4163,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4165,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4166,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4167,Earth,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
4168,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4169,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4170,Europa,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4171,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4172,Mars,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4173,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4174,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4175,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4176,Mars,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
4177,Europa,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3
4178,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4179,Europa,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
4181,Europa,6,6,5,5,6,6,6,5,6,6,6,6,6,6,5,5,6,6
4182,Europa,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
4183,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4184,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4185,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4186,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4188,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4189,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4191,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4194,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4196,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4197,Earth,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4199,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4203,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4204,Earth,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4205,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4206,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4207,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4208,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4210,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4211,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4213,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
4214,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4215,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4216,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4218,Mars,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
4219,Mars,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
4220,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4221,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4222,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4223,Mars,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
4225,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4229,Earth,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4230,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4231,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4232,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4233,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4237,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4238,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4239,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4240,Europa,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4242,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4243,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4244,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4245,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4246,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4249,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4251,Earth,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4252,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4253,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4254,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4255,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4256,Earth,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
4257,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4258,Europa,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4259,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4260,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4261,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4262,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4264,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4266,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4267,Earth,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
4270,Europa,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
4271,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4272,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4273,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4274,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4278,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4280,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4289,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4291,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4292,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4293,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4294,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4295,Mars,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2
4296,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4297,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4301,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4302,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4303,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4305,Earth,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4306,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4309,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4311,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4312,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4315,Earth,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4316,Earth,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4317,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4318,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4319,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4320,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4324,Mars,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4327,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4329,Earth,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4330,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4332,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4333,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4334,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4335,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4336,Europa,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4
4337,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4338,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4339,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4340,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4343,Earth,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4344,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4345,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4346,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4347,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4348,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4349,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4350,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4351,Earth,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
4352,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4354,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
4356,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4357,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4358,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
4359,Europa,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
4360,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4361,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4362,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4364,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4366,Earth,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4367,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4368,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4369,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4370,Earth,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
4371,Europa,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5
4372,Mars,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
4373,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4376,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4382,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4383,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4386,Europa,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
4387,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4388,Europa,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4390,Mars,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4391,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4392,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4393,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4395,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4396,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4397,Earth,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
4399,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4400,Mars,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4401,Earth,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4402,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4403,Earth,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4404,Earth,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4405,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4407,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4408,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4409,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4410,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4411,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4413,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4415,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4416,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4422,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4424,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4426,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4427,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4428,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4429,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4430,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4431,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4432,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4433,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4436,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4437,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4438,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4441,Europa,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
4444,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4445,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4446,Europa,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5
4447,Earth,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
4448,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4449,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4450,Europa,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
4452,Earth,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
4453,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4456,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
4457,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4459,Earth,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
4461,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4462,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4463,Europa,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4464,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4465,Europa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4466,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4467,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4469,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4470,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4472,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4473,Mars,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
4474,Earth,3,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,3,3
4475,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4476,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4477,Earth,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
4479,Mars,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4482,Earth,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
4483,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4485,Mars,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4486,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4487,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4490,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4491,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4492,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4493,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4494,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4496,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4497,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4498,Earth,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8
4500,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4502,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4505,Europa,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
4506,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4508,Mars,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
4509,Mars,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3
4510,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4511,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4512,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4514,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4515,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4516,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4517,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4518,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4521,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4522,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4524,Earth,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
4529,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4530,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4531,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4532,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4533,Europa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4534,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4535,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4537,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4538,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4539,Earth,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4542,Europa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4543,Mars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4544,Earth,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
